track_id,track_name,danceability,acousticness,energy,tempo,instrumentalness,loudness,liveness,duration_ms,key,valence,speechiness,mode
3Yagxg6rtkwN01AYzA862i,Loom (feat. Bonobo),0.545,0.988,0.18,156.694,0.906,-21.022,0.0686,226867,5,0.31,0.0337,0
5V28G1ktbqATUy4ioDzJZM,Jeanette,0.583,0.651,0.543,130.008,0.88,-14.645,0.115,374360,8,0.283,0.0501,0
0ZVzN7tnseNSxtnAhTNK39,Leaves Against The Sky,0.691,0.449,0.75,134.984,0.595,-15.229,0.11,278386,5,0.524,0.0693,0
1uqOM1hQkfntTy2Wrl6qfi,Smile For A While,0.672,0.144,0.869,124.006,0.501,-5.567,0.0989,403632,2,0.412,0.0279,1
3TNb4f7DjucnEFfb1eTGfi,Forever,0.251,0.979,0.127,77.1,0.91,-19.139,0.0999,230520,9,0.0905,0.0371,0
1HMM306maOy44gGpRbyugs,Woven Song,0.297,0.992,0.126,153.564,0.81,-23.791,0.134,190284,1,0.17,0.0408,0
3g5oI7fJYh9NaQMQ5x4ItH,Your Good Times Will Come,0.596,0.0809,0.914,125.983,0.885,-8.632,0.111,290753,0,0.627,0.0355,1
0pwYCGZE0qELSDnXyQBlWn,Everything U Need,0.717,0.462,0.813,133.007,0.932,-10.039,0.076,358280,6,0.176,0.0403,0
7D0e3LOMtsHW6Xalv2Tvln,VSOD - Velvet Sky of Dreams,0.673,0.0172,0.51,117.998,0.22,-8.469,0.0918,342000,7,0.295,0.0406,1
5IpgLo7O5eBLMPgoN4MBal,The Spell - Burial Mix,0.486,0.686,0.469,123.026,0.725,-18.607,0.381,479952,8,0.315,0.109,1
5JRxI8vQjnsbb2kRtHOGVj,Sudden Awareness of Now,0.576,0.624,0.565,141.019,0.838,-13.636,0.111,435319,8,0.334,0.0397,0
5umBsHgpB2WsRA9ccQZGdz,Siren,0.34,0.0741,0.7,127.704,0.892,-7.998,0.103,382768,1,0.0388,0.0446,1
0Fs13LJdctI630wOhPcIO8,Woven Song,0.297,0.992,0.126,153.564,0.81,-23.791,0.134,190284,1,0.17,0.0408,0
2C9FXEmMRN1sq3O7OaJrk5,Ender,0.471,0.00226,0.862,88.619,0.922,-6.776,0.0806,278977,10,0.471,0.089,0
3aEsKfhk4cNr4XN3N1u8fa,A Further Look at Loss,0.407,0.915,0.325,113.945,0.973,-11.522,0.111,239947,4,0.1,0.0311,0
4VPUoBWsKZE5V4REXje7PP,Evelyn,0.546,0.293,0.617,123.999,0.864,-10.985,0.0766,321205,1,0.328,0.0355,0
2gs3ytLZiqjY5xki3bAFLM,Lone Swordsman,0.575,0.174,0.56,119.988,0.872,-13.327,0.128,233500,7,0.286,0.0375,1
7Cjwgp1aDa7gcbWKJDQAgC,Reflect,0.675,0.898,0.422,121.003,0.914,-15.279,0.105,325289,8,0.146,0.0369,1
26z2X2YaHsFzdXjtVLEKUI,Brain Wax,0.584,0.0489,0.863,115.007,0.865,-7.896,0.13,287112,10,0.124,0.0387,0
20wMPnqHdNdBWaKRaMM7fD,feel away (feat. James Blake & Mount Kimbie),0.638,0.69,0.537,79.992,0.176,-9.001,0.174,203572,0,0.351,0.0344,1
7AILf7MVG0SEl6skEXhAar,Loos In Twos (NRG),0.673,0.00198,0.813,131.997,0.817,-9.921,0.105,321241,1,0.515,0.0416,1
2StEq5J2bCq5JiwCKbansz,Sister,0.63,0.0079,0.783,119.981,0.779,-7.35,0.157,268829,4,0.399,0.0313,1
5ilb0B5bZwMxS25e6SLrBb,Snowing Throw - Lose Again,0.882,0.00736,0.792,125.063,0.87,-9.848,0.118,194258,11,0.165,0.0753,0
372r6JIBAJKawFG36x5iwC,On,0.696,0.0427,0.399,130.985,0.738,-12.826,0.0701,357240,7,0.37,0.0423,1
1yUauXd6aFxx9owxh4oTzB,Wall Street - Matthew Herbert's Street Dub,0.958,0.268,0.203,127.999,0.538,-9.592,0.109,360593,5,0.479,0.11,0
4Tzw9IdZbVyzmpWrvsGaNX,Wildfires,0.862,0.108,0.314,114.472,0.156,-8.269,0.0878,206947,3,0.502,0.0369,0
0EDAZsV2t4Lh42R0mhjmXj,Kane Train,0.643,0.0757,0.843,146.988,0.00883,-3.797,0.366,136487,1,0.265,0.322,1
6afQwMSRq70Wyjn5Y086Hu,6 O'Clock Rock,0.683,0.11,0.644,111.015,0.131,-11.195,0.122,328858,2,0.195,0.0549,1
0YEhCWvpro9aFECqS9u3oh,Les Là-Bas - Bonobo Remix,0.834,0.0474,0.652,124.035,0.89,-8.735,0.0747,317419,6,0.873,0.0751,0
7BXLth3yTGwInORorxN34m,The Heart of Things,0.164,0.866,0.202,86.963,0.872,-16.242,0.112,331022,9,0.038,0.0322,0
4RHMC3OE3oBpS32peJ6tR6,Final Days - Bonobo Remix,0.709,0.0845,0.826,116.99,0.344,-6.9,0.0975,340373,6,0.337,0.0404,0
6b7d99kMJZFEhGIJhKLbhi,Family Doggo,0.564,0.00131,0.596,117.964,0.901,-13.257,0.0933,343895,2,0.732,0.0847,1
6V7qqM8vNL6mtMiQSeWPIF,Siyabulela,0.373,0.387,0.254,104.932,0.514,-16.314,0.368,502978,2,0.114,0.0358,1
0kdo72ihFRlpgrBarCVQEz,Tiger Song,0.681,0.607,0.691,125.906,0.0,-10.32,0.147,284333,6,0.464,0.294,0
36apwMphkcaS63LY3JJMPh,Rose Rouge,0.663,0.187,0.703,117.953,0.326,-12.125,0.319,357960,3,0.299,0.0562,0
5kzM27JyTjAzqS0qimDXu6,Toque n.3 (Turvalema),0.178,0.517,0.532,129.691,0.954,-9.971,0.111,524957,1,0.146,0.0355,0
1SzNdQXN0x15dIqpAfoH4U,Blackbird,0.386,0.896,0.115,90.425,0.0533,-16.333,0.11,240960,0,0.143,0.0476,1
5dRHgznMSoyqJO7bXqnxTx,cz,0.703,0.694,0.51,91.068,0.861,-7.558,0.114,249842,11,0.631,0.134,0
6eLNnJwSlwEStbIAZVAYzd,Eyes Of My Mind,0.449,0.0948,0.82,122.015,0.351,-10.554,0.0864,552788,0,0.169,0.0487,1
75WXKQGbaT0mi6GZItcVVJ,If Loving You Is Wrong,0.73,0.517,0.903,108.006,0.161,-6.24,0.635,236412,4,0.721,0.041,0
2B32tq6y3LxOnV9OkCZLOe,Mannequin Metric,0.662,0.894,0.383,108.0,0.0221,-11.163,0.205,254625,10,0.132,0.0365,0
737JcpWdPxUDNKjzEM8FzP,A Heart So White,0.197,0.98,0.0272,133.732,0.895,-27.839,0.141,256293,3,0.0374,0.044,0
0uMD0CaCxiTwgVZhN5paQf,Brockley,0.237,0.273,0.0698,80.747,0.49,-21.669,0.161,288867,1,0.0281,0.0511,1
0GTNCbsy40iRO0LLvM7YaY,Fire Temple,0.169,0.258,0.264,113.302,0.919,-10.808,0.0643,574875,6,0.0307,0.0423,1
1zOpk9fyWgFFf0HRrTPQBt,Memory Images,0.651,0.851,0.159,206.0,0.00237,-16.918,0.174,144000,9,0.754,0.0493,0
4bzd4evyqXabRtesx4emPn,Grieving (feat. James Blake),0.687,0.373,0.527,126.087,1.07e-06,-4.344,0.216,230573,1,0.651,0.106,1
4C4Cni4yKvGFthrJ3VRjfM,1/2 Singing Bowl (Ascension) - Excerpt,0.156,0.916,0.0541,135.512,0.925,-31.179,0.112,270552,5,0.0727,0.042,1
0mGitB0vwTpuSd9A6hCYji,Kin (Anthony Naples Remix),0.628,0.0134,0.883,122.985,0.837,-10.596,0.0574,332242,7,0.375,0.0464,1
7Gq5I9cQZuFJAWmXRcqo3x,Torch Song - Jon Hopkins Edit,0.617,0.00141,0.854,130.018,0.909,-7.61,0.0851,226615,0,0.376,0.109,1
5teYCP3pROESCEaASCVf5w,You're Too Precious,0.684,0.886,0.477,149.89,0.366,-9.458,0.103,223900,1,0.297,0.14,1
2I1S479pqGIi9Uq9eNYg4F,Garden,0.142,0.923,0.16,74.023,0.892,-28.841,0.0821,325250,5,0.281,0.0414,1
0dztHJ3bdxWvjYQMNKVCp1,Smoke (feat. Jamie xx),0.659,0.0409,0.904,136.091,0.553,-6.154,0.169,228794,11,0.4,0.114,0
3BjygBarJk0ZDwEooe1ccf,Speaking Raman,0.66,0.00252,0.708,125.01,0.0229,-11.017,0.0651,358896,11,0.464,0.0479,0
506h8jAKfteka7hTvJxVur,Inoculación,0.727,0.893,0.595,105.708,0.798,-10.231,0.174,359917,9,0.485,0.0317,0
6aLXTJc7YNCjxzx7EFY1b6,Z - Laurence Guy Remix,0.584,0.000251,0.887,127.006,0.922,-10.219,0.0652,302968,1,0.367,0.0402,1
5fSj4R5pbXqqznMwRdJxJi,Thinking of You,0.772,0.0518,0.821,135.01,0.892,-9.144,0.109,323122,11,0.463,0.137,0
5Z6b7Mp2q7RPOkVKXVAGFM,Simple Dreams of Simple Days,0.256,0.0502,0.248,106.282,0.895,-14.378,0.112,167329,7,0.0835,0.0382,1
664jBL8NgKFYdiMK9bnCcz,Atlas,0.539,0.0926,0.844,129.006,0.943,-4.848,0.212,352946,3,0.127,0.032,0
37ioI91Z4S0E9WKaFKJoOX,Teenage Birdsong - Overmono Remix,0.416,0.00559,0.91,204.272,0.785,-6.686,0.0795,277678,7,0.611,0.0791,1
72Qk0QaYUl6i29FDWQDmwU,Everything You Wanted,0.619,0.915,0.363,74.517,0.0,-8.353,0.111,211333,11,0.326,0.141,0
49S3gm8TO3MclqPIYUAG2F,The Staggering Girl,0.191,0.865,0.254,134.622,0.298,-19.86,0.0771,64577,10,0.0376,0.0318,0
3dQiW5N2mVmYSmpI2suOIA,Illusion Of Time,0.364,0.715,0.307,98.803,0.931,-19.146,0.0814,262373,9,0.0331,0.0321,1
3yMem9r5sAf6qYnLfORjle,elevator girl ft. Ivy Sole,0.672,0.0841,0.423,81.952,0.00332,-9.511,0.0528,206658,10,0.653,0.0672,0
21eGoFRZOXb5goqCsscGGf,Streetlight,0.506,0.916,0.0804,79.794,0.0108,-18.736,0.076,162668,10,0.0752,0.101,1
2URXBdx9353u9BxBHQoD7K,Up and Out,0.806,0.406,0.584,105.012,0.873,-5.559,0.108,280023,0,0.613,0.0404,0
25O3YsHYgrYcFYEOrediFn,High Risk,0.488,0.879,0.112,96.371,0.891,-18.337,0.101,279760,4,0.0538,0.0416,0
2u0bltYG3O7B8LFwkPBdq9,Expanding Electricity - Single Edit,0.162,0.94,0.296,83.969,0.931,-13.56,0.107,336000,1,0.118,0.035,1
0X08uOUo8CAXyAZR1l2rAA,Sua Alma,0.739,0.186,0.779,102.99,0.206,-6.396,0.272,282766,5,0.92,0.057,1
51otAp4ocieYr1ogeg4Why,Midi Sans Frontieres (Avec Batterie),0.622,0.0511,0.703,110.003,0.803,-9.884,0.0651,360691,2,0.284,0.0392,1
1SpDxVwy2xFJUqHRSEVnvV,Dawn,0.605,0.00518,0.894,129.022,0.757,-10.519,0.0829,360349,1,0.222,0.0414,1
1eA59y8cRdu5kZKn1WBXIc,Poppy,0.802,0.148,0.357,127.007,0.885,-12.005,0.0764,275764,9,0.719,0.0941,1
6MAL1HIq8S2qiKrdFiQAHF,2 Far Gone,0.371,0.0655,0.894,126.361,0.316,-6.35,0.0954,343283,1,0.541,0.0414,1
6fd6PaAxm5J6C99g8MqQbA,Zoë,0.0818,0.934,0.0526,173.036,0.824,-27.657,0.095,148965,7,0.0805,0.0397,1
23ntXG1ogtHWnRjaYwu6qJ,Ravana,0.601,0.159,0.578,82.989,0.928,-7.033,0.102,211340,7,0.481,0.0428,1
7FXFWfEXCICfbaxONGRfYN,Heyyeh - Tom Blip Remix,0.81,0.000688,0.669,120.014,0.857,-10.848,0.0613,337270,6,0.0561,0.0814,1
2AL5OhY8Vgv32WO4H3azNb,Rose,0.713,0.00802,0.924,120.998,0.816,-8.148,0.689,323321,5,0.36,0.0499,0
5GDteA9nob1rnxgE1KFx5l,"Birds, Pt. I",0.444,0.759,0.435,109.928,0.622,-12.206,0.106,239200,7,0.0467,0.197,1
0QdbS9B2RzhZguWemGB17d,Hates Me - Jacques Greene Remix,0.652,0.000975,0.65,115.995,0.625,-13.674,0.0651,367836,2,0.101,0.0389,1
6cAs4CHN3J1lR2DYeY0q2y,Le Tigre,0.726,0.00619,0.857,139.005,0.804,-7.427,0.138,370791,10,0.142,0.054,0
4Yf9QLUM8EeHaCS7EnaHnX,Versailles (Hold) - Edit,0.425,0.467,0.375,116.99,0.525,-13.693,0.133,218727,0,0.179,0.0353,0
6CxfaUiVzPPjxtyDwjiH6q,Return to Air,0.731,0.213,0.671,100.012,0.182,-9.307,0.143,302543,4,0.055,0.0504,0
34HuLnIAKBTqWMLV4b5BPS,Rest - Pearson Sound Remix,0.768,0.0101,0.927,115.992,0.869,-9.61,0.0873,301340,10,0.208,0.0472,0
6t70HWfOrRgHlv5reQHTB6,Tobi Thwarted,0.0813,0.9,0.0169,77.365,0.925,-21.086,0.103,201643,4,0.032,0.0439,1
3xD9KPvIfr5YxcJw5XaXvf,Brain,0.732,0.117,0.665,139.594,0.000132,-6.851,0.108,230757,8,0.775,0.0584,0
63LhxeWrZEuYNiNEOktHzP,Op,0.513,0.956,0.00932,74.924,0.928,-23.168,0.121,136526,8,0.379,0.0352,1
7MWVGiavgsbWgn9yZ6MNPv,Monomom - Live,0.259,0.73,0.157,100.042,0.901,-20.834,0.0879,412133,7,0.0351,0.0352,0
1d9N4jaFExc5m9AptU6mpg,Sugar - singular balance Remix,0.194,0.69,0.392,83.011,0.947,-13.834,0.112,264001,7,0.0451,0.223,1
6pFsYKPltQ3O8Jg0ChL07a,Universe,0.403,0.381,0.516,90.999,0.0205,-11.222,0.112,197648,1,0.177,0.0341,1
6kTteVJEEkVs3Zges11EPO,"I, Cavallo",0.435,0.0624,0.674,125.02,0.801,-11.212,0.55,417071,1,0.208,0.185,1
0l6acwkMvrn2mitwpLEXhs,Burn,0.626,0.0391,0.621,133.002,0.779,-11.059,0.279,331399,7,0.394,0.0621,1
04l9bUZEsUkF6zy7hIjbbT,Joyfulness,0.655,0.234,0.582,166.079,0.0565,-11.402,0.0915,216000,0,0.399,0.0431,0
463xc1d1XJV3PERNwJlIWo,September Blues - Dan Shake Remix,0.671,0.0767,0.898,121.002,0.756,-10.33,0.0555,384525,6,0.856,0.0449,1
7KY7cq27ZmCcLWre4SdI6m,Full Moon in Scorpio,0.738,0.0069,0.865,127.023,0.79,-4.22,0.0646,246254,11,0.66,0.046,1
7ihwGiBDcSFAnbqtVdPCfr,"Adios, Florida",0.135,0.598,0.154,95.093,0.872,-20.444,0.0805,389556,3,0.0322,0.0365,1
47Y0rL0NmIstJxFgVWUqVA,Valmer,0.65,0.00252,0.724,131.973,0.83,-9.019,0.127,265636,9,0.314,0.0348,0
0O0eHO92tSDjlLirEwxad3,豊年節 - Dorian Concept Remix,0.787,0.626,0.558,89.498,0.102,-7.417,0.418,194320,8,0.752,0.327,0
3TxH9hjKCNlHTUQsPiUaLK,Bloodflow - Edit,0.488,0.591,0.663,97.021,0.908,-12.098,0.118,220074,3,0.246,0.0325,0
4sRk2fj97lzuTyLbzcLeV1,Life,0.292,0.921,0.13,138.441,0.929,-17.537,0.108,598173,6,0.071,0.0365,1
0qC6CVPzhHF8SvLzsJAC4c,Moon - Edit,0.669,0.085,0.775,120.008,0.882,-7.664,0.0937,244143,7,0.401,0.0368,1
1EIh2eXuL7y2mPV8iWM7FY,Perpetual Motion,0.717,0.675,0.621,118.977,0.926,-11.855,0.111,298987,11,0.224,0.0536,1
17YSGfgY3BizhPL8QDF1gg,Transactional Relationship,0.639,0.00719,0.731,129.996,0.482,-12.468,0.204,193535,1,0.371,0.0377,1
60HbzrF5D4ljczKkxuJmeH,Monos,0.382,0.989,0.279,121.187,0.957,-20.211,0.102,240227,6,0.0361,0.0423,1
60qsc6l7FKzhi9cEUZfaWR,Frozen Bread Snaps,0.642,0.188,0.907,134.99,0.912,-3.642,0.106,312934,9,0.203,0.0518,0
7rrUZc6DOkFEgJstIYtOFP,Overeager,0.738,0.00112,0.682,160.026,0.545,-7.357,0.0764,216620,9,0.514,0.174,1
0EE4etMJ3MNCuAEY4tFgrF,Watermelon Woman,0.765,0.0011,0.721,115.994,0.679,-10.033,0.0946,432672,9,0.691,0.054,0
17pno112VTzDeNAh34PMeC,The Rhythm Of A Dividing Pair,0.12,0.925,0.124,67.462,0.926,-18.685,0.0985,292540,2,0.0379,0.034,1
3HGq0YLcyzhsS252BmjZOa,Numero Uno,0.297,0.000605,0.715,172.727,0.89,-6.308,0.0967,226889,8,0.331,0.0303,1
0BuobeiCWrKv0OPKngNSHK,Utility,0.761,0.375,0.772,139.985,0.877,-11.574,0.0888,270724,7,0.205,0.0489,1
0OP2eMymGFlImhgokk2jln,Lu 履,0.398,0.00632,0.458,90.532,0.905,-14.768,0.1,233513,0,0.0345,0.0337,1
4crRORb2ixk978arkfwz9t,Deep Connections,0.505,0.00275,0.75,126.981,0.92,-10.903,0.144,338268,5,0.4,0.031,0
1KGPWhxaYAYpLp4MVfPxAu,Pang,0.292,0.0426,0.578,78.514,0.886,-9.494,0.0833,191230,11,0.037,0.0358,0
63f31X80nqem4VeTHL2PqM,TLSL (Stitches),0.726,0.27,0.667,100.072,0.0,-8.519,0.175,227874,8,0.578,0.11,1
7C67t32g7uvuu8ycC4Czoa,Patience,0.773,0.069,0.372,120.014,0.494,-12.766,0.207,297250,1,0.121,0.0457,1
19rwLC5rmgkzyDiP12TMha,For You Around Me,0.765,0.0543,0.631,117.012,0.897,-8.785,0.137,356916,11,0.258,0.0656,0
62gvCFP2ENmOSFG35MVF1M,Long Gone,0.768,0.446,0.569,128.991,0.624,-7.495,0.0521,400020,11,0.476,0.0618,1
6Eakq1I39qKAlyTJqc9jQL,Signs,0.71,0.00646,0.68,118.0,0.932,-8.494,0.0821,410944,10,0.659,0.0528,0
3PUylo7KayGdG3iGojzMLt,My Gull,0.236,0.974,0.085,82.038,0.454,-23.562,0.0904,130987,7,0.0391,0.0443,0
1fPPoPACi2dyXd6xd8caX2,May Yam / Wedded Dew,0.426,0.959,0.375,114.335,0.938,-17.149,0.0808,633859,7,0.414,0.0934,0
5NXPiNjC5w8kWKGbZyszxx,Stranger,0.808,0.515,0.444,130.042,0.829,-9.328,0.252,178806,0,0.709,0.11,1
0CkdQC2WblMUtelEZBbWcg,Bluest,0.377,0.14,0.338,98.455,0.917,-16.618,0.13,523688,3,0.332,0.0373,0
0szwsqUFUlNxupTMFrKE6W,Retrace,0.717,0.036,0.787,112.503,0.921,-11.222,0.111,255893,5,0.465,0.0437,1
5aRe3NaiAdDK9lr3kycmDi,Wu Punk,0.457,0.00098,0.575,161.957,0.864,-6.52,0.137,236296,7,0.13,0.0404,1
5zzkmLE2D2zQTwch2Ikjta,Fine As Feathers,0.152,0.995,0.324,93.78,0.974,-16.521,0.139,140890,0,0.141,0.043,0
330YzcDouOmiahaJah92Bd,Faded - Sandunes Remix,0.504,0.495,0.628,149.993,0.404,-12.21,0.124,228956,1,0.363,0.0316,0
1aHZ1ytX9oYLDU7mkeSkvN,Evolu,0.544,0.156,0.536,119.986,0.893,-14.714,0.0915,481913,10,0.712,0.0439,0
2TOn7sCjmLKNFWQbcCIyDH,Wado Baya,0.763,0.0012,0.705,126.003,0.828,-10.093,0.107,451522,10,0.277,0.0566,0
5U8SZMWsUGwzMPmQvQdesC,Aesop Thought,0.676,0.0166,0.72,122.535,0.811,-9.006,0.0952,232839,1,0.532,0.121,1
5HF3RyQVJFM9FFB5r3NTeO,Myrtus,0.229,0.976,0.314,146.961,0.887,-15.953,0.0745,327126,11,0.075,0.0314,0
3rCtueI7qBN2kZBZnXuk5K,Linked,0.713,0.539,0.725,122.041,0.886,-9.951,0.111,369462,6,0.24,0.0385,1
4i0yKh0l6tdVfSR8otKW9A,Painted Wolf,0.667,0.59,0.553,114.005,0.126,-12.196,0.13,343355,4,0.297,0.0463,0
7amdpZrRj5ngGURJjvpaeE,Jelly Legs,0.686,0.00175,0.911,120.001,0.828,-11.825,0.0558,419011,11,0.315,0.0457,1
4WelMc4bFzdgCV6Oi2EYXa,Drip,0.718,0.505,0.806,115.038,0.244,-10.532,0.168,400985,3,0.407,0.0656,0
7AfjsWFDhggAVRmd6wAiYv,Murdah,0.534,0.0305,0.579,127.55,0.923,-9.607,0.675,281446,6,0.0367,0.124,0
3umWfHbYfTQpKv6ob3QXfF,Actress,0.68,0.0185,0.884,123.023,0.842,-9.553,0.551,366946,6,0.262,0.0693,0
6tpEU20pqSfEXnFf9SIUzw,St. Catherine and the Calm - LNS Remix,0.485,0.0249,0.376,112.996,0.888,-17.573,0.308,667267,2,0.0309,0.0481,1
3SnNAIqtXkeKy0M7yDfNca,Big Boys Don't Cry,0.722,0.00849,0.6,120.023,0.605,-9.165,0.0722,401078,6,0.319,0.046,1
0nr1Fxo88YSQEfdiuPLg5T,Refu,0.553,0.345,0.457,116.031,0.94,-14.081,0.072,450012,8,0.164,0.0538,0
69g4JNhPRadvLgKKv1QQML,Balimba,0.552,0.724,0.735,119.848,0.518,-13.323,0.103,279653,2,0.628,0.0623,1
5BgfodYBmppmlfR8kEuBFT,I Like,0.682,0.864,0.548,109.963,0.131,-10.855,0.157,187627,3,0.286,0.131,0
6zMRPrZdAw9w1888ZQFteA,Plays John Cassavetes 2,0.168,0.17,0.379,126.963,0.761,-12.48,0.0837,597427,7,0.0389,0.0389,1
64JtbaCzTqbduHQaZYOU4T,Dance PM,0.382,0.991,0.0585,127.785,0.934,-24.358,0.0772,392320,5,0.0995,0.0418,1
4ZZmnXwntJV3jPYkwlzar3,Pretty In Plums,0.501,0.924,0.263,155.197,0.85,-25.322,0.123,280117,3,0.496,0.0382,0
0R43dXnNgF209Ygdgct0fP,Brilliant Nigga,0.763,0.0718,0.641,119.012,0.00947,-10.806,0.119,243965,1,0.493,0.145,1
1q7LDIU3gFeZXlRZpTZQOV,By Myself,0.633,0.265,0.668,119.997,0.845,-6.285,0.763,267750,8,0.036,0.0364,1
0MY20JDvQuXv2DQeFQqOyH,Ego Extent,0.728,0.288,0.809,129.993,0.928,-9.668,0.0908,214371,11,0.306,0.0921,0
2Vl69upTWML1n7jU5HpPXb,Waiting,0.283,0.958,0.00154,135.831,0.859,-24.019,0.112,206023,5,0.0696,0.0477,0
4LZwAR3Kca1eBXCVRDnwOc,Satya Yuga,0.359,0.912,0.197,125.34,0.873,-16.38,0.0939,233597,0,0.106,0.0399,0
3aLOSDqordMtEuPxOn3hbT,XSB,0.693,0.46,0.658,105.996,0.911,-12.444,0.186,331510,8,0.451,0.0547,0
13zRpWZDuOOCi6zBmWzPXo,Jump over the Hill,0.776,0.122,0.557,121.953,0.437,-7.494,0.0881,345439,10,0.528,0.0553,0
3Tc6x9waprUmAwaOjEIWEa,Ry - Edit,0.716,0.251,0.612,123.012,0.934,-11.662,0.105,220011,7,0.267,0.0465,1
3uRlcpeKEi5SvM4LfBRMh5,MLL,0.688,0.00204,0.487,120.001,0.91,-11.173,0.295,360469,8,0.735,0.0443,1
3RHWRCemNNVspfzSw1vMy7,Journey,0.404,0.966,0.101,123.999,0.925,-23.633,0.124,109200,3,0.0783,0.0349,0
4fP7FqIR05uEyif9Fvm5LD,Out of Focus,0.583,0.568,0.686,120.003,0.675,-9.526,0.118,234932,4,0.112,0.0387,0
3UYKvI6JYzkp8eep9fcWT0,Mind’s Eye,0.485,0.451,0.534,123.047,0.00291,-10.259,0.185,246087,0,0.163,0.193,0
7kjHmzcH4RjDLUivOnorpD,Atlantic Oscillations,0.705,0.00826,0.828,121.005,0.865,-8.88,0.0884,351147,7,0.856,0.0678,1
3A0ITFj6kbb9CggwtPe55f,Venom,0.436,0.425,0.655,139.712,0.0,-8.153,0.393,154749,7,0.523,0.159,1
0bO9mhJpH5R5ixn9Gv8F6O,Nikamma,0.715,0.483,0.676,181.859,0.00185,-11.895,0.102,211788,6,0.468,0.216,1
2Gd8ZQCBOjFfkZu1p7OjjX,Lovely Dots,0.31,0.748,0.279,107.1,0.922,-18.353,0.0956,447889,5,0.031,0.0519,0
2sQUWHg7de6z5QZQRx8AaK,The Deluge,0.581,0.021,0.867,125.084,0.734,-9.848,0.0677,160052,3,0.258,0.0375,0
7qgRamJa4Rmxrm94hsJyY5,I Need You,0.524,0.599,0.777,125.017,0.877,-8.431,0.123,575624,3,0.32,0.0346,0
7JQybFDM3nDTxW5awk1XVd,Birdsong,0.722,0.317,0.464,82.015,0.00682,-7.452,0.606,274019,9,0.688,0.25,0
40sFep2wZeBGSU2r4eSxBG,Mayday,0.647,0.12,0.781,124.996,0.75,-12.049,0.0608,299520,9,0.134,0.0711,1
0zRihVR6d6EO08y1pQeYKI,The Villagers,0.0644,0.951,0.121,69.079,0.953,-22.111,0.0814,120037,1,0.0296,0.0386,0
0EXyE7VONyOgYfSpiR07K4,Lullabies... Mother Sings... Father Plays...,0.54,0.873,0.4,115.55,0.000806,-12.843,0.256,209458,1,0.328,0.0289,1
2nOXX2b172iaa2dbtwIv62,(Holidays Reprise),0.268,0.991,0.00823,76.169,0.0154,-23.116,0.108,120687,11,0.307,0.045,0
3oRuCzqdduzZ2CBhAtv8zO,Portrait Gallery,0.301,0.987,0.0089,127.536,0.907,-30.804,0.101,367667,1,0.0897,0.0371,1
0E7S1k9M1KshLISVC2EP1M,Ibrik,0.738,0.257,0.512,123.01,0.879,-12.924,0.0824,350055,5,0.0867,0.0668,0
58jiO8fZTyFM0EB7Nliu0T,Never Change,0.752,0.166,0.556,90.944,0.00244,-8.822,0.186,225643,0,0.549,0.291,0
1UgSaXRBhEY8EsCbXcnfSS,Quadraluv,0.669,0.832,0.618,136.022,0.892,-13.995,0.0859,416783,0,0.2,0.0398,1
2kYhiEvpjzgiw50Eqt4JUD,Our Spirits Soar,0.667,0.0156,0.954,120.002,0.79,-6.877,0.259,421176,8,0.668,0.063,0
42EtdFbaqfBokco4oSBWsH,Due West,0.304,0.46,0.635,78.785,0.0,-7.261,0.206,251573,6,0.156,0.0793,0
24nZ5yPGkOT9qptf6zlQqJ,Tunnels,0.557,0.0813,0.692,124.994,0.876,-11.668,0.216,301662,6,0.448,0.0329,1
7aRuu6FW1xQXDhAEk6ACms,White Water,0.585,0.0889,0.7,153.899,0.00327,-7.648,0.293,250133,4,0.0732,0.0553,0
